filename,pixel_0,pixel_1,pixel_2,pixel_3,pixel_4,pixel_5,pixel_6,pixel_7,pixel_8,pixel_9,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17,pixel_18,pixel_19,pixel_20,pixel_21,pixel_22,pixel_23,pixel_24,pixel_25,pixel_26,pixel_27,pixel_28,pixel_29,pixel_30,pixel_31,pixel_sum,feature_class
111155414_1553487905.jpeg,0.6530931871574,0.012529365700862,0,0.017227877838685,0.03054032889585,0.013312451057165,0.0203602192639,0.025841816758027,0.018010963194989,0.0203602192639,0.025058731401723,0.0093970242756462,0.022709475332812,0.025058731401723,0.0054815974941269,0.025058731401723,0.025841816758027,0.01018010963195,0.027407987470635,0.011746280344558,0.0093970242756462,0.017227877838685,0.029757243539546,0.0203602192639,0.025058731401723,0.024275646045419,0.025058731401723,0.032889584964762,0.034455755677369,0.033672670321065,0.054032889584966,1,2.3054032889585,0
18291097_1553483703.jpg,0.23863636363636,0.068181818181818,0,0.071428571428572,0.058441558441559,0.071428571428572,0.22564935064935,0.18831168831169,0.086038961038961,0.1525974025974,0.19155844155844,0.094155844155844,0.21266233766234,0.2012987012987,0.22727272727273,0.34090909090909,0.30519480519481,0.081168831168831,0.15746753246753,0.17857142857143,0.11038961038961,0.18506493506494,0.19967532467533,0.13311688311688,0.29545454545455,0.23051948051948,0.14285714285714,0.28571428571429,0.42857142857143,0.48051948051948,1,0.71428571428572,7.3571428571429,0
18746836_1553455210.jpg,0.027149321266969,1,0.52714932126697,0.045248868778281,0.052036199095023,0.020361990950226,0.033936651583711,0.047511312217195,0.020361990950226,0.036199095022625,0.018099547511312,0.018099547511312,0.024886877828054,0.031674208144797,0.020361990950226,0.031674208144797,0.027149321266969,0,0.020361990950226,0.0067873303167421,0.0090497737556562,0.013574660633484,0.029411764705883,0.0090497737556562,0.0067873303167421,0.029411764705883,0.0090497737556562,0.02262443438914,0.0090497737556562,0.01131221719457,0.029411764705883,0.029411764705883,2.2171945701358,0
27425836_1553664912.jpg,0.2469252601703,0.017975402081363,0.00094607379375593,0.0075685903500474,0.0028382213812678,0.00094607379375593,0.010406811731315,0.013245033112583,0.0047303689687796,0.023651844843898,0.010406811731315,0.0037842951750237,0.02554399243141,0.0047303689687796,0.0018921475875119,0.071901608325451,0.012298959318827,0.010406811731315,0.0558183538316,0.032166508987702,0,0.016083254493851,0.011352885525071,0.028382213812678,0.015137180700095,0.036896877956481,0.013245033112583,0.026490066225166,0.038789025543993,0.035950804162725,0.56575212866605,1,2.3462630085147,0
att00001_1553639410.jpg,0.77101631116688,0.0062735257214556,0.0025094102885822,0.01129234629862,0.01129234629862,0.0012547051442911,0.012547051442911,0.013174404015057,0.0069008782936011,0.012547051442911,0.013174404015057,0.01129234629862,0.018193224592221,0.011919698870766,0,0.015683814303639,0.020075282308658,0.01129234629862,0.012547051442911,0.013801756587202,0.011919698870766,0.026976160602259,0.019447929736512,0.014429109159348,0.016311166875785,0.016311166875785,0.014429109159348,0.025094102885822,0.036386449184442,0.0043914680050189,0.21392722710164,1,2.3764115432873,0
att00001_1553654103.gif,1,0.0059803502776589,0,0.056386159760784,0.03032891926527,0.013242204186245,0.009397693293464,0.012815036309269,0.018368218709952,0.019222554463904,0.0081161896625371,0.0068346860316102,0.020076890217855,0.024348568987611,0.025202904741563,0.047842802221271,0.030756087142246,0.014096539940196,0.10081161896625,0.0034173430158051,0.015805211448099,0.0085433575395127,0.014096539940196,0.0081161896625371,0.023921401110636,0.024775736864587,0.0051260145237077,0.01366937206322,0.017086715079026,0.0072618539085858,0.02648440837249,0.67919692439126,2.2913284920973,0
att00002_1553639410.png,1,0.02971887550201,0.020080321285142,0.025301204819279,0.028514056224901,0.011646586345382,0.014457831325302,0.016465863453816,0.014859437751005,0.012449799196788,0.018072289156628,0.017269076305222,0.02128514056225,0.016064257028113,0.0068273092369482,0.011646586345382,0.0044176706827312,0.00080321285140567,0.0036144578313255,0.010441767068274,0.0056224899598397,0.0040160642570284,0.002409638554217,0,0.0032128514056227,0.0028112449799199,0.0036144578313255,0.0016064257028113,0.011244979919679,0.05381526104418,0.1421686746988,0.027710843373496,1.5421686746988,0
att00002_1553664002.jpg,0.17344398340249,0.033195020746888,0.021576763485477,0.048132780082988,0.027385892116183,0.025726141078838,0.03402489626556,0.036514522821577,0.0099585062240665,0.039834024896266,0.036514522821577,0.025726141078838,0.039004149377594,0.042323651452282,0.012448132780083,0.017427385892116,0.031535269709544,0.0058091286307054,0.017427385892116,0.011618257261411,0.0074688796680498,0.010788381742739,0.0074688796680499,0,0.013278008298755,0.0058091286307054,0.0091286307053943,0.028215767634855,0.057261410788382,0.093775933609959,0.82904564315353,1,2.751867219917,0
austswim_logo___40_years_signature_9f355034_db97_429f_9346_a9d33d1f22a0_1553667003.jpg,1,0.10643367752184,0.047656870532167,0.086576648133438,0.034948371723589,0,0.023034154090548,0.025416997617156,0.015091342335186,0.084193804606829,0.06354249404289,0.017474185861795,0.038125496425734,0.10722795869738,0.093725178713263,0.082605242255757,0.28038125496425,0.10246227164416,0.19221604447974,0.15329626687847,0.09213661636219,0.25416997617156,0.22637013502779,0.091342335186654,0.13105639396346,0.36695790309769,0.36536934074662,0.55599682287528,0.36616362192215,0.16441620333598,0.39158061953931,0.80698967434472,6.3669579030976,0
barry_sign_block_1553472602.jpg,0.91433644030183,0.032401242787395,0,0.010652463382157,0.019529516200622,0.0026631158455393,0.0097647581003109,0.022192632046161,0.0075454948956947,0.021304926764315,0.023968042609854,0.0013315579227697,0.0071016422547715,0.01242787394585,0.00088770528184644,0.0048823790501554,0.0088770528184644,0.0035508211273858,0.042166000887706,0.033732800710165,0.0031069684864625,0.015978695073236,0.013315579227697,0.0066577896138483,0.020417221482468,0.014203284509543,0.0031069684864625,0.014647137150466,0.03728362183755,0.019085663559698,0.16555703506436,1,2.4926764314248,0
